home_attack,home_defense,away_attack,away_defense,home_advantage,home_goals,away_goals,match_outcome
1.8971785129229142,1.9019745838834172,0.7638324060661128,0.9154169772398464,1.458412416510838,3,3,1
1.7557135488280948,1.9036615685817613,1.811595901327342,1.912413596310908,1.2630783880778145,8,2,2
0.7911876502871349,0.8269764163999881,0.7895214023636354,0.9352544519761228,1.3093258252562712,2,1,2
0.8964223859245939,1.2605089534597673,1.5354550780288407,0.8799906430761386,1.4387155351537104,1,1,1
0.9630224671178687,1.7477400117580915,1.923965741800766,1.3029203138364078,1.4063039215529196,3,4,0
1.4948210230064554,0.9311058592097678,1.722764003518672,1.721336123891454,1.3646988402829023,2,1,2
0.7316315624373732,0.6853019068178176,1.2500127047830287,1.8317129215336778,1.0433262569323456,3,2,2
1.7074326283466847,1.7066182693999101,1.657360978833402,0.5731229659634267,1.4163225228057907,5,3,2
0.9060335680402007,0.9831348961907487,1.1296095608411372,1.4793698020878767,1.1062711960433012,0,0,1
1.272409158047878,1.0489408936654656,1.608261531758042,0.5869026527893166,1.091629304281437,1,0,2
1.6681839278060917,1.3177862075794025,1.5600224702511922,1.6327761460789731,1.3547541886195074,3,3,1
1.480685063187119,1.4317893506084904,0.8119281053787373,1.64038450164845,1.1225902939076504,1,0,2
1.571890906696281,1.2132660977538843,0.7663833395787665,1.9339816412409694,1.1349976627012737,5,2,2
0.5036027265112047,1.9873312925189397,1.3590428607608687,1.9582465370763333,1.1638574028205035,0,1,0
1.9435763730633018,1.1543909751733725,1.7804883462485752,1.0676269024402993,1.060417801127207,1,1,1
1.9274535821185586,1.8318584908015452,0.8097178408720173,1.5023552104452331,1.0671244693108521,3,2,2
0.8399096979750346,0.7832151981287254,0.6302782526400643,1.5087909896537748,1.3009146588590514,1,0,2
1.1330590016052096,1.4495490619225455,0.5097194881126632,1.2076706132281672,1.1554900531475094,0,1,0
1.3261335474529823,1.5624317422511242,0.5175361383680515,1.5429310793978672,1.3305556079475924,2,3,0
1.6650230578633594,0.9364853156370786,0.8348185175644498,0.5903019582416993,1.4674270834059513,3,1,2
1.1214733305611873,1.1145380923012325,1.2225766710593446,1.9203519110660368,1.3117319150630145,5,2,2
0.8414997001636206,0.6308568209926688,1.4439028700561753,0.5673694869577559,1.1136498899919267,0,1,0
0.6206044563658739,0.929862001531238,1.729021742705063,1.8313043414228822,1.310444548984318,0,1,0
0.9147637995389843,1.8810090245911815,1.3898901203278173,0.840177895239253,1.4278893914661341,1,4,0
0.9798811106361957,1.6101508258662938,1.429909060378788,0.7373446978194751,1.1816925420258957,4,2,2
0.7309867298855233,0.8095447960664419,0.8835134050183329,0.8334056089764446,1.1692206100310756,1,1,1
1.2337308676322967,1.3707735730877337,1.323283200718923,0.5666752804860806,1.3224479612811546,0,0,1
1.6628721210445037,1.818542937110822,0.5625026294752437,1.2303837311065804,1.3688704828644767,2,1,2
1.0924085959649195,1.9266594208354337,1.0561221387984676,1.4062617132873678,1.3742345905502282,2,2,1
1.03001852589281,1.2087178443099038,0.6608432286462949,1.3397043493332381,1.221874788485051,2,0,2
1.016063609700739,0.8105663112096054,0.8612446785203178,0.950101960232506,1.2887832322018968,2,1,2
1.828222868818579,1.6244353876343416,1.0392260400327138,1.8206836245846911,1.4037649838409756,3,0,2
0.6215728244936072,0.737392325962885,1.5113835220176797,1.4596872524129219,1.1084134954225506,2,2,1
0.9521140714737054,1.5324767744764445,0.8693642002670567,1.50318650043751,1.282325626670779,1,1,1
1.6898085806842191,1.9281883799473758,1.055280397808028,1.3010423968243958,1.3073795834086777,3,2,2
